UPDATED APR 2026,,HP Athlete Program,HP Athlete Program,HP Athlete Program,HP Athlete Program,HP Athlete Program,HP Athlete Program,HP Athlete Program,Pathway Progression,HP Athlete Program,HP Coaching,HP Coaching,HP Coaching,HP Coaching,HP Coaching,HP Coaching,Pathway Progression,Pathway Progression,SSSM Enhnancement,HP Coaching,SSSM Enhnancement,SSSM Enhnancement,SSSM Enhnancement,Pathway Progression,Pathway Progression,Pathway Progression,Pathway Progression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport,Sport Type,Avg Athlete Training Days (PSO-directed),Avg Competition Days,% Athletes Directed by PSO/Club YTP,% Athletes Completed CAC Safe Sport,% Athletes MSK Screen (12 mo),% Athletes Fitness Tested ?2x/yr,% Athletes Attended NSO Events,% Athletes Registered with CSI Pacific,% Athletes Prov Dev 1,% Coaches Financially Supported by PSO,% Coaches with NCCP Safe Sport,% Coaches Attended NSO Events,% Coaches Registered with CSI Pacific,% Coaches with Comp-Dev Certification,% Coaches with Pro Coach Status,Avg % of BC Athletes Selected to NT,Avg % Domestic Medals Won by BC Athletes/Teams,Targeted Athlete per Practitioner,Athlete:Coach Ratio,% Athletes Accessing Sport Sci/Med,Avg PSO-directed S&C Days,% Athletes Directed by S&C Plan,% Avg Conversions to Any Level (4y),Total Conversion Prov?Nat (4y),"Avg Years Targeted (Prov Dev, 2025–26)",% SC Carded Athletes Based in BC,Sport,Avg Athlete Training Days (PSO-directed)70th Perc,Avg Competition Days70th Perc,% Athletes Directed by PSO/Club YTP70th Perc,% Athletes Completed CAC Safe Sport70th Perc,% Athletes MSK Screen (12 mo)70th Perc,% Athletes Fitness Tested ?2x/yr70th Perc,% Athletes Attended NSO Events70th Perc,% Athletes Registered with CSI Pacific70th Perc,% Athletes Prov Dev 170th Perc,% Coaches Financially Supported by PSO70th Perc,% Coaches with NCCP Safe Sport70th Perc,% Coaches Attended NSO Events70th Perc,% Coaches Registered with CSI Pacific70th Perc,% Coaches with Comp-Dev Certification70th Perc,% Coaches with Pro Coach Status70th Perc,Avg % of BC Athletes Selected to NT70th Perc,Avg % Domestic Medals Won by BC Athletes/Teams70th Perc,Practitioners per Targeted Athlete70th Perc,Athlete:Coach Ratio70th Perc,% Athletes Accessing Sport Sci/Med70th Perc,Avg PSO-directed S&C Days70th Perc,% Athletes Directed by S&C Plan70th Perc,% Avg Conversions to Any Level (4y)70th Perc,% Avg Conversion Prov?Nat (4y)70th Perc,"Avg Years Targeted (Prov Dev, 2025–26)70th Perc",% SC Carded Athletes Based in BC70th Perc,HP Athlete Program 70 total,HP Coaching 70th total,Pathway Progression 70th total,SSSM Enhancement 70th total,TOTAL REPORT SCORE 70th Total,Rank Category Athlete Program,Rank Category Coaching,Rank Category Pathway Prog,Rank Category SSSM,FY26Profile,FY26Fitness,FY26Coach,FY26Fund,FY26Total,Rank Profile Category,Rank Fitness Category,Rank Coach Category,Rank Fund Category,FY26 Total Score,Rank Based on Total,TOTAL RANK CATEGORY,PD1 Fees and Dues (EE Actuals 2025),PD1 Daily Training Associated fees (EE Actuals 2025),PD1 Competition Associated fees (EE Actuals 2025),PD1 Camp based fees (EE Actuals 2025),PD1 Other Fees (EE Actuals 2025),PD1 TOTAL (EE Actuals 2025),PD2 Fees and Dues (EE Actuals 2025),PD2 Daily Training Associated fees (EE Actuals 2025),PD2 Competition Associated fees (EE Actuals 2025),PD2 Camp based fees (EE Actuals 2025),PD2 Other Fees (EE Actuals 2025),PD2 TOTAL (EE Actuals 2025),,Comment 1,Comment 2,Comment 3,Comment 4
Cycling,CGS,8.25,18.54545455,80.70175439,100,29.8245614,24.56140351,26.31578947,87.71929825,26.31578947,37.5,87.5,41.66666667,62.5,37.5,20.83333333,22.35835802,58.9869281,11.4,2.375,33.33333333,4,71.92982456,36.6,12,3.47,25.71428571,Cycling,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,2,2,5,0,9,Middle Third,Middle Third,Top Third,Middle Third,3.1,2.4,2.5,2.6,10.6,Botttom Third,Botttom Third,Botttom Third,Botttom Third,19.6,17,Botttom Third, $800.00 ," $1,350.00 "," $10,500.00 ", $500.00 ," $6,500.00 "," $19,650.00 ", $800.00 ," $1,450.00 "," $10,800.00 ", $525.00 ," $7,000.00 "," $20,575.00 ",Cycling,"Cycling BC had a great presentation. They clearly identified gaps with both athletes (anaerobic power and sustained aerobic capacity). They explained how they will address these gaps while using their YTP. Opportunities for mentorship through camps/high performance projects were highlighted for coaches, as well as utilizing CSI initiatives - ex. UBC program. Funding was mentioned for international race exposure, support athlete monitoring and testing and coach opportunities. An area of improvement could be to provide specific examples of initiatives to help improve the program and coaching opportunities (what's the idea, when is it being implemented, how can individuals access it etc.). Also providing more in-depth monitoring for coaches/athletes - ex using training peaks to add in pieces for strength and conditioning in addition to training loads from training peaks or power monitoring. ","Good data from training peaks on ride training based programs, there is some disconnect between what i happening in the gym or fms to inform what's happing on bike. The two are tracked but would love to see this more linked and provided in a visualization (like an athlete report card) describing the gaps and successes with the why behind that. Athletes receive great projects that will help them as they reach to the next level. Good club and personal coach connection. Would just like to see that both ends of the path for the athlete (personal coach to NSO) are more informed about how athletes are tracking toward NSO benchmarks. The perfect outcome would be that the NSO is better informed on athletes consistently achieving benchmarks and kpi's to inform selection rather than the current single race out come equals selection approach. Coach data and certification standards need to be addressed better by the NSO. It might help if the NSO is more aware that this is a reporting requirement in BC to help them clean the locker data. ","Shared KPI's and how data is driving coaching interventions. Not much info on athlete testing, athletes are using training peaks and strava for monitoring and data is shared around the group but doesn't seem to be have any security around it. Much more focused presentation than the previous years.","Tara was well prepared for the meeting and did a good job of updating on specific evidence related to the provincial program.  It is good to see more ability to track data, but lack of a centralized data management system makes it difficult to pull data into multi KPI reports.  That said, their is evidence that targeted athlete conversations are happening with personal coaches and these conversations are informed by data through training peaks or power profiling.  There is a sense that the relationships with coaches are more conducive to provincial programming and good to see comp and camp based projects to incentivize targeted athletes, providing high quality athlete experiences.   Coach pathway is a bit of a concern, and while there are good initiatives to engage coaches in the province with professional development, there seems to be a gap in NCCP pathway with many coach lacking or unable to get Comp-Dev status.  Good evidence provided for use of EE funding but may want to show breakdown of project costs and how EE funds are used specifically within a given project (i.e. athlete fees, coaching, travel/accommodation, etc..)"
Diving,Judged,220.2727273,15.09090909,94.11764706,5.882352941,11.76470588,11.76470588,41.17647059,70.58823529,41.17647059,85.71428571,57.14285714,42.85714286,85.71428571,57.14285714,28.57142857,28.93939394,24.44444444,8.5,2.428571429,23.52941176,92,70.58823529,42.1,2,3.42,0,Diving,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,2,3,1,1,7,Middle Third,Top Third,Botttom Third,Middle Third,3.3,2.9,2.8,2.6,11.5,Middle Third,Botttom Third,Botttom Third,Botttom Third,18.5,19,Botttom Third," $10,200.00 ", $850.00 ," $14,300.00 "," $1,600.00 ", $930.00 ," $27,880.00 "," $9,650.00 ", $450.00 ," $9,800.00 ", $800.00 , $930.00 ," $21,630.00 ",Diving,"Good presentation on two provincial level divers from Tommy.  Igor was not available for the call due to family circumstances.  Clear KPIs based on code of points, but good observations in adapting (maximizing) training plan due to Saanich pool closure in the fall.  The opportunity to do dryland did have an impact on diving skills (Flexibility).  The pool closure while contributing to a decrease in overall training but had some positive impact on overall training which seem to impact in pool skills.  Good linkages with NSO as Tommy is playing a HP lead role for younger age groups.  Diving Canada is prioritizing syncho diving which has some exposure at the provincial level, but limited by suitable partners which may be in a different club or province.   PSO is doing a great job helping coaches achieve NCCP comp-dev status and proactive approach to identifying junior coaches in BC based High Performance Grants.  Also good to see that 5 coaches attended Diving Canada Camp.  Use of EE funds are well are used to support technical leadership, however, there are concerns if the funds are being used to provide direct athlete funding as opposed to PSO project based funding.  Need to liaise with Igor to discuss LOU and Sprot Science support which would be align to project based enhancement.","Great presentation from Diving BC. They did well at outlining what they wanted to impact (ex. Jackson - pike connection or adding new dives - 4 new total) and listed how they impacted KPIs by describing interventions like stretching and how they utilized progressive overload. It was great to see a YTP for Nixon, seems to follow appropriate progressions through the year.  While some BC based athletes might get assessments done from a technical piece but no physical testing for assessment. BC diving was able to outline how they support coaches - Workshops for coaches + PSO helps contribute to this. HPAD camps are subsidized by PSO as well and coaches from all over the province allowed to attend. An area of improvement from a coaching side would be to highlight specific gaps for coaching, interventions implemented, and follow up on with coaches on how it went the following year. For ex. If it was psychology - what was presented or what takeaways did the coaches have and how did it go implementing it? Overall well done.",Not sure how money is being allocated and who by. Is it benefiting a few athletes or is it across the PSO HP system to support enhancements. Facing some facility challenges over the next 12-18 months. I found evidence was anecdotal and no concrete examples of data informed decision making.,"The dive program is not always clear on how funds impact targeted athletes who are not in the NSO targeted pool. Dollars seem very focused on a select few athletes rather than depth of tracking, monitoring and interventions down the list. Good evidence of specific athlete changes over time. Improved S&C programming for the small pool of top athletes is clearly making an impact. Unsure how club funds or athlete based funding aligns to system enhancement. It would be great to see more directed program benefit like S&C at the club level for targeted athletes (more directed). Coaching success with Canada Games is great, but Dive Can needs to find better ways of meeting the needs of pathway coaches. This limits planning for the PSO and may limit club understanding of HP needs, due to lack of complete education. Dive needs some support further down the pathway (note for viaSport to support) "
Field Hockey,Team,29.25,13.6,90.65420561,18.69158879,0,57.94392523,65.42056075,71.02803738,75.70093458,73.33333333,100,53.33333333,73.33333333,33.33333333,6.666666667,84.58333333,44.44444444,7.642857143,7.133333333,72.89719626,57.5,71.96261682,30.4,42,4.26,85.71428571,Field Hockey,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,2,2,5,0,9,Middle Third,Middle Third,Top Third,Middle Third,3.1,3.2,2.8,3.0,12.1,Middle Third,Middle Third,Middle Third,Middle Third,21.1,15,Middle Third," $1,100.00 "," $8,000.00 "," $16,000.00 "," $1,900.00 ", $-   ," $27,000.00 ", $900.00 ," $1,000.00 "," $2,400.00 ", $700.00 , $-   ," $5,000.00 ",Field Hockey,"Good evidence of player assessment happening at PSO level and some communication with NSO and club level coaches.  That said, it is unclear how NSO defines Nextgen and are targeting athletes in the PSO space as opposed to extending the pathway beyond PSO programming.  This creates some confusion over athlete programming, but it does happen more organically as NSO/PSO coaches are managing programming likely in an informal manner.  Mark indicated that the NSO is identifying these athlete so that they can take a variety of national team programs away to competition.  This may actually help FHBC to identify streams toward Higher quality competition, but there needs to be some structure around identification and commitment of athlete to PSO programming (likely prior to) NSO enhance projects.   If managed correctly it could help to identify coaches for NSO projects.  The risk is that the NSO is using these projects as a quasi academy based programming that may not be well managed from an athlete standpoint.  Coaching qualification is frustrating as comp-dev programming is not readily available and or NCCP locker has not been updated.  ",Good evidence provided on all areas. More testing of athletes and MPC support available to PD athletes. Concerns over the large number of athletes that are being pulled up to CAN DEV level by NSO. Its clear that FHBC are working hard to enhance their programming.,"Some positive shifts into a more performance thinking. The increased use of S&C is helpful in monitoring but curious to see what KPI's look like on Tech & Tac when they have a style of play metric. Not clear on how talent id evaluation remains consistent or what that rubric looks like (ie Gym Passport?) Good to see Comp Dev is finally approved, they need some system tools like evaluation capacity and better locker data to progress. Better alignment with the NSO and system supports is progress. ",
Figure Skating,Judged,210,16.4,100,0,0,100,24.3902439,56.09756098,9.756097561,30,30,50,30,80,20,16.94444444,12.82051282,6.833333333,4.1,100,126,100,26.7,5,3.53,5.555555556,Figure Skating,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,3,2,0,3,8,Top Third,Middle Third,Botttom Third,Top Third,2.4,3.0,2.1,2.3,9.8,Botttom Third,Botttom Third,Botttom Third,Botttom Third,17.8,21,Botttom Third," $3,000.00 "," $40,000.00 "," $30,000.00 "," $5,000.00 "," $15,000.00 "," $93,000.00 "," $3,000.00 "," $40,000.00 "," $30,000.00 "," $5,000.00 "," $15,000.00 "," $93,000.00 ",Figure Skating,"Danielle has transitioned into CEO role and needs to hire a technical lead which may occur by April 2026.  Overall there was some good evidence of consistent fitness testing, however, it was difficult to determine the type of off-ice interventions being made and how the S&C program dovetails into the athlete/coach YTP.  That said, if Skate BC is providing the S&C program and other sport science enhancement, they are doing a good job in tailoring an overall PSO YTP that can fit individualized (personal coach) training plans.  I am still not certain how much formalized Performance Planning is driven by the individual coach and would recommend that Skate BC has coaches come into the EE meeting to discuss their programming.  While good alignment to NSO Nextgen fitness measures, there could be enhancements to testing and ensuring that the test data can inform programming as opposed to athlete maturation which can be tricky for younger athletes.   There was some acknowledgement of pathway changes in Skate Canada, and therefore good to update targeting criteria.  It would be good to look at historical conversion data to help inform how athletes are moving through the pathway.  Hoping that coaches are able enhance coaching professional development and it would be good to see if UBC HPCTL may be an option for some coaches.","Figure Skating BC did a great job. They provided testing metrics for 2 of their athletes, and outlined some interventions such as strength and conditioning to enhance strength and power to help with technical skills. An area of improvement could be around, including more strategic plans for interventions following testing, as well as planning to improve female qualification. Lastly, a more clear outline regarding priority for funds and specific projects based on gaps identified. ","Improved clarity around program insights. Good to see that testing has been implemented and results are tracked. Still challenged to engage MPC despite the need being identified, but clearly better use of Sport Science Sport Med overall. It would be good to have better insights into fitness standards, what interventions or programming are prescribed and progress is monitored beyond testing periods. NCCP model is strong but there are identified gaps in aging coaches. Mentorship is being implemented to try to capture next gen coaches. Gap analysis was better than previous years. Some deeper understanding of how programming and SS/SM inform athlete advancement. Greater consistency of protocol and coach to coach testing variance would be good to see. Camp environment and increased code of points/skill acquisition monitoring are clear enhancements from previous reporting. Breakdown of funding is know but not specifically shared.",More intentional around fitness testing than in previous year. PSO develops YTP but doesn't have any way to enforce its use with coaches. Data stored centrally and coaches have access. Some challenges in decentralization but Skate recognizes these challenges. Some opportunities to collaborate with the PSO to help build and support programming.
Freestyle Ski,CGS,68.36363636,14.5,100,71.79487179,76.92307692,76.92307692,69.23076923,100,58.97435897,56.25,100,75,93.75,56.25,25,32.36111111,30.80808081,4.875,2.4375,71.79487179,55.125,66.66666667,34.5,11,3.52,15.68627451,Freestyle Ski,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,3,4,3,0,10,Top Third,Top Third,Middle Third,Middle Third,4.4,4.2,3.7,3.3,15.6,Top Third,Top Third,Top Third,Middle Third,25.6,8,Top Third," $7,739.00 "," $4,125.00 "," $9,625.00 "," $15,250.00 ", $500.00 ," $37,239.00 "," $1,618.00 "," $1,375.00 "," $3,208.00 "," $5,083.00 ", $250.00 ," $11,534.00 ",Freestyle Skiing,"Good presentation, showed information on fitness testing and an improvement in performance. Informed in interventions with athletes and also shared programming details. Provided good information on where EE $'s are going and they are working hard in the coaching space.","I liked Graham's tactic on presenting one athlete with the lens of good intervention and gap analysis to change performance and testing outcomes, while the other athlete was more focused on YTP use and programming to enhance their performance. Both had clear gap analysis. All lead to successful outcomes.  They are improving their approach to NCCP and certifying evaluators to support system enhancement was great to see. Good EDI coach initiative too. Strong use of CSI services and clearly better club engagement to talent id. ","Very good presentation particularly identifying athlete monitoring and coaching initiatives.  Clear advantage in liaising with CSI Pacific to help with diagnostics and enhanced programming.  While not presented, Josh did outline the use of EE funding.   That said, they are looking to track EE funding.   Good evidence overall and good linkages emerging between clubs, PSO and NSO programming for both athletes and coaches.",
Judo,Combat,312,17.75,92.59259259,100,0,100,88.88888889,96.2962963,11.11111111,85,45,100,60,55,5,20.22675737,13.42261905,3,1.35,100,80,66.66666667,28.1,5,3.31,7.407407407,Judo,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,5,3,1,3,12,Top Third,Top Third,Botttom Third,Top Third,3.2,3.6,3.9,3.0,13.7,Middle Third,Middle Third,Top Third,Middle Third,25.7,7,Top Third," $1,900.00 "," $2,800.00 "," $20,000.00 "," $2,500.00 ", $900.00 ," $28,100.00 "," $1,900.00 "," $2,800.00 "," $21,000.00 "," $2,500.00 ", $900.00 ," $29,100.00 ",Judo,"Judo BC has incorporated some great initiatives with mental performance tactics and performance testing. However, an area of improvement could be around including timelines and actionable steps in their YTP for athletes to achieve their goals whether that's technical, tactical, or physiological. In addition, funding info was provided per athlete, but a summary slide of all expenses and how it was utilized or areas they would like to focus on for the following year would be great. ","Solid presentation and good examples of athlete and coach engagement in provincial program.  Certainly seems to be good support of the provincial program from local coaches and athletes.  Coach 2.0 working well to develop coaches and increase NCCP comp dev qualifications.  Clear standards and incentives are in place to leverage athlete and coach commitment.   Priority of EE funding targeted at Coaching, Travel, and IST support.  Good example of how Provincial program can drive club level coaching and athlete development.",Some good information but not much information about how to win and performing on demand. No plan ion place for athletes from outside the LM other than moving to the LM?,Very high quality program with smart physical benchmarking and testing strategies in place. Addition of an AC has increased capacity to develop athletes. Digging a bit deeper on tactical win % might help advance the already strong metrics and standards. Good competition enhancements and testing with CSI. Clear next steps around MPC use and there is a strong coaching progression in place. Good tools for athlete buy in and a new model for athlete self assessment and learning outcome mapping. 
Rowing,CGS,33.81818182,59.09090909,100,98.24561404,68.42105263,98.24561404,59.64912281,89.47368421,21.05263158,33.33333333,83.33333333,58.33333333,66.66666667,91.66666667,8.333333333,51.63492063,93.33333333,3.166666667,4.75,56.14035088,4,100,31.3,16,2.87,57.77777778,Rowing,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,3,2,5,1,11,Top Third,Middle Third,Top Third,Middle Third,2.9,3.9,3.1,3.4,13.3,Botttom Third,Middle Third,Middle Third,Middle Third,24.3,11,Middle Third," $9,452.00 "," $4,200.00 "," $11,500.00 "," $2,450.00 "," $2,500.00 "," $30,102.00 "," $8,540.00 "," $4,200.00 "," $4,900.00 "," $2,150.00 "," $1,800.00 "," $21,590.00 ",Rowing,Good presentation and provided some good evidence around what is happening in Rowing. They are on top of things and building relationships with local clubs and schools. Identified KPI's and showed testing data over a period of time that showed improvements. Data is informing technical decisions. Gaps in coaching have been identified and mentorship is being deployed to support coaches. EE funds used to fill the gap of Canada Games and Rowing will be back in the CG in 2029.,"Rowing BC outlined the performance metrics they are tracking well, as well as how they are supporting coaches. It's great that there is more of an initiative to travel to individual clubs to work 1:1 with the coaches and I like that a coach education session was provided! An area to address could be how the performance testing is going to impact an athletes YTP as well as specific breakdown in funding allocation to these initiatives. ","Strong presentation and quality evidence of provincial programming.  Good to see the evolution of BC Rowing with Terry in Technical leadership position.  Clear that he is able to build trust with local coaches.  Recommend continuing relationship with CSI Pacific on LOU and leveraging other performance services.  CSI Pacific could assist in creating report cards based on current data which would help drive discussion with coaches and value add for those athletes attending Rowing BC project.  Also recommend to update targeted coach list to include coaches having an impact on provincial programming and ensure NCCP locker is up to date.
","Terry had a stronger presentation this year that last in areas of fitness testing and use of EE funds for project based and csi opportunities. There is a lot of general erg testing but no clear, by athlete, intervention mapping that demonstrates why they are seeing change in erg testing to the positive. Highly dependent on the prep school model to talent. Despite the strong link for talent, there is a lack of visibility in to the DTE or ability to connect athlete training to provincial programing. So good one on one coaching work and nice to see some progress on the advancing coaches in the prep environment to the Comp Dev standard. Demonstrated ability to link athlete to strong schools in the US and still see them return. It would be great to see if they can get more contact in the college DTE. "
Rugby,Team,0,0,78.18181818,70.90909091,54.54545455,65.45454545,18.18181818,27.27272727,25.45454545,25.71428571,20,25.71428571,48.57142857,25.71428571,0,41.55092839,37.5,5.5,1.571428571,54.54545455,0,74.54545455,29,27,3.13,62.5,Rugby,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,0,1,4,0,5,Botttom Third,Botttom Third,Top Third,Middle Third,2.0,2.8,2.5,1.3,8.7,Botttom Third,Botttom Third,Botttom Third,Botttom Third,13.7,23,Botttom Third, $500.00 ," $1,000.00 "," $12,000.00 ", $200.00 ," $2,000.00 "," $15,700.00 ", $500.00 ," $1,000.00 "," $4,800.00 ", $200.00 ," $1,000.00 "," $7,500.00 ",Rugby,"About 80% of the presentation was geared toward performance participation and largely focused on Age grade competitions.  That said, BC Rugby influencing competition structure at senior level to help support national team identification.  Women's pathway is well identified with legitimate USPORT opportunities for best players and BC Rugby supporting some programming at this level.  Men's pathway is hard to articulate beyond U18/19.  No indication on how EE funds are being used to enhance programming.  Possibly 3 enhancements could be identified, 1. International Sevens tournament in December, 2. Testing implementation, but need for better off-field programming and data tracking, 3. Need to target and identify coaches for Comp-Dev training (i.e. if RC cannot deliver this, then pay for coaches to go to NZ to do it).  It would be good to articulate a team sport strategy that directs EE funding as this may help PSO to influence Local level and inform better programming.  (i.e. High Quality Competition, Sport Science embedded programming, targeted coach development).","Good presentation, lots of information on athletes and presented the schedules and possible progression opportunities over the next 2 years. Presented thorough information on coaching development program and how they are addressing the challenges of certification through World Rugby. ","limited visibility on use of funds, Dave identified areas of EE fund priority more than John did. Coaching gaps at the tactical level meet desired level, but technical and testing skills are lacking. No current solve for this, but there is a change to introduce a Comp Int Advance that may be an opportunity to strengthen given the restriction on Comp Dev access. PSO athlete monitoring has improved and more evidence of technical and fitness tools used to measure. Limited buy in or alignment with Club or NSO. Targeted international tour. Starting to see IST in the U17. Not clear around targeted outcomes and pathway has limited ability to target talent or 7s v 15s target. There is not a lot of opportunity for PSO visibility given the seasonal plan. There are clear opportunities to better regulate athlete load but not a clear strategy to engage in change management or get school and club sport to buy in. ",
Sailing,CGS,60.44444444,12.5,100,71.42857143,57.14285714,71.42857143,85.71428571,71.42857143,50,25,100,100,100,75,75,48.33333333,25,2.333333333,3.5,64.28571429,36.83333333,71.42857143,25,0,4,20,Sailing,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,3,5,2,1,11,Top Third,Top Third,Middle Third,Middle Third,3.8,4.0,2.8,2.8,13.4,Middle Third,Top Third,Middle Third,Middle Third,24.4,10,Middle Third," $3,700.00 "," $1,050.00 "," $13,000.00 "," $5,000.00 ", $250.00 ," $23,000.00 "," $3,700.00 "," $1,050.00 "," $13,500.00 "," $5,500.00 ", $200.00 ," $23,950.00 ",Sailing,Great improvements in delivery over the past few years. Clearly recognizes value of CSI services in providing deeper insights and stronger athlete improvements. Much more data informed. I also appreciate the targeted boat choice. Others can learn from this tactic. I would love to see more detail on athletes outside the vic/van area to get a better picture of reach. Good to see NSO alignment improve. Needs a greater strategy on how to monitor and develop engagement strategies for coach development. Possible better insight and programming for PD2 athletes. Could use a clear picture of how funds are spent but it seems clear that IST is a priority for funds. ,"Strong evidence of physical preparation data informed decision making,  things are working well in this space for Sailing. Starting now to look at coach development a little further down the pathway, good numbers on clinics and they seem to be on top of this and know what coaches are certified. Sailing moving in the right direction-Good presentation.",Well prepared with some good evidence of evolving the sailing HP program.  Certainly there is benefit to engaging CSI Pacific practitioners in the S&C space which can be added to with other disciplines in future LOUs.  Also opportunity to look at Data Solutions and creating IPP / Athlete report card.  Good to see athletes moving through the pathway and PSO taking on the NSO DTE responsibilities.   Need collaboration with NSO to identify athlete ready high quality competition opportunities and informing the level of competition off of data.  (i.e. very good example linking strength data to sailing at high wind speeds).,
Snowboard,CGS,71.125,28.22222222,100,100,100,100,100,90,30,100,66.66666667,50,100,50,33.33333333,57.93650794,50,1.111111111,1.666666667,100,260,100,33.3,2,5.3,29.03225806,Snowboard,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,6,4,5,4,19,Top Third,Top Third,Top Third,Top Third,4.4,4.0,4.0,3.8,16.3,Top Third,Top Third,Top Third,Top Third,35.3,1,Top Third," $8,700.00 "," $2,000.00 "," $47,584.00 "," $24,000.00 "," $6,000.00 "," $88,284.00 "," $8,700.00 "," $2,000.00 "," $24,000.00 "," $18,000.00 "," $4,000.00 "," $56,700.00 ",Snowboard,"Evidence of thorough tracking and data informed decisions, they have a good understanding of where the gaps are in coaching and presented a good action plan to provide PD to coaches.",Solid presentation and good evidence of athlete programming.  Nice to see growth at club level and maturity of clubs to produce snowboard programs. Good identification of Slopestyle athletes which seems to be priority at local level as many athletes do not have consistent access to SBX tracks.  Most evidence is obviously in SBX as BC team has parallel program to NSO.  Good to see slopestyle athletes being put into provincial programming and supported with provincial resources.  Would encourage ongoing growth in clubs. ,"Still a very strong program. Good to see a number or age ranges for programming and a strategy around offering boardx as an option in a camp setting for slope athletes. Strong program standards in place, event and self monitored data to highlight performance insights and energy transfer efficiencies. Clear gap analysis and programming/race strategy. Testing is consistent and sport specific. Good growth in club development in the Slope space. Would love to see some strategies to build hp path for these athletes. Incoming coach may support this to a greater degree.  ",
Swimming,CGS,286,34.91666667,100,25.47169811,100,100,12.26415094,30.18867925,25.47169811,50,37.5,25,58.33333333,62.5,12.5,20.9949415,22.90546315,21.2,4.416666667,100,100,100,33.3,6,2.71,14.81481481,Swimming,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,5,0,0,3,8,Top Third,Botttom Third,Botttom Third,Top Third,3.3,3.3,3.5,4.3,14.3,Middle Third,Middle Third,Middle Third,Top Third,22.3,13,Middle Third, $163.00 ," $3,000.00 "," $6,300.00 ", $250.00 , $-   ," $9,713.00 ", $163.00 ," $2,500.00 "," $5,000.00 ", $400.00 , $-   ," $8,063.00 ",Swimming,"Good evidence of well monitored athletes with improvements to monitoring and testing in Camp settings. Well managed engagement with clubs to get a variety of testing data. Some are more science based and others more test set exclusive. Gaps for each swimmer were clear as was coach interventions but there is limited ability for the PSO to lean in to ensure outcomes are being seen. Great coach engagement and clearly gap to intervention strategy. Para development steps are excellent. Clear budget strategy and enhancements. Race Tech evidence is great, would love to see the uptake rate over time. Opportunity to engage CSI in camp to get some level set across the athlete population.  ",Good presentation and shared some relevant information. Registration numbers across the province are outpacing population share. Identified that clubs are not accountable to Swim BC so they are trying to build relationships with clubs by providing resources. Good work being done in the coach ed space in particular in the area of PD through the Swim BC Congress.,"Swimming BC provided a great outline of their in-water performance tracking metrics, as well as the breakdown in funding allocation. Some areas of improvement could be around offering performance testing during camp settings which would allow for some standardized results. Also, this could be paired with the application of biomechanics, strength and conditioning, to see how it impacts metrics collected from their software. ","Very strong presentation that covered all of the areas required.  Excellent process of going out to selected coaches to get an update on targeted athletes.  Interesting whether that type of debrief is could be formalized.  Good tool (data) to inform athlete performance data and tracking, however, KPI testing at the club level is quite varied (Can it be standardized and for what purpose?).  Curious whether project based funding approach would have a bigger impact particularly with this type of sport which lacks a provincial program, but supports club based development pathways.  Some good opportunity to engage CSI Pacific for Sport science whether on individual athlete level (Nutrition or MPC) versus group based access (Physiology or S&C).  "
